ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
MagazineQC9Standard,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineQC9Waffle,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSpectreM4,Magazine,None,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
MagazineStenMk2,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStenMk2_16rnd,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStenMk5,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineThompson30Carbine,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineThompson30rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineThompsonDrum100,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineThompsonDrum50,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineThompsonMk2,Magazine,None,SciFiFictional,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineTomacuziDrum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineType100,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineUMP45,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineUMP9,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMicroUzi32rnd,Magazine,None,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
MagazineVector45,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineViperMk1,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Mp7a1,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,Health,None,None
Mp7HL,Firearm,Modern,SciFiFictional,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Carbine,None,None,Health,None,None
P90,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,Health,None,None
PP2000,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,Health,None,None
PP91KEDR,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,Health,None,None
QC9,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Pistol,Compact,None,None,Health,None,None
AEK919k,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,Health,None,None
Agram2000,Firearm,Modern,Real,RepublicOfCroatia,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny+Stock,None,FullPower,Compact,None,None,Health,None,None
American180,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,Muzzle,None,Tiny,FullSize,None,None,None,None,None
American90,Firearm,Modern,Meme,KingdomOfSweden,None,Automatic,BoxMag,FullAuto,Muzzle+Picatinny,None,Tiny,Carbine,None,None,None,None,None
Blyskawica,Firearm,WW2,Real,GovernmentOfTheRepublicOfPolandInExile,None,Automatic,BoxMag,FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
CobrayM11_9,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle+Stock,None,Pistol,Compact,None,None,Health,None,None
Gepard,Firearm,PostWar,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Compact,None,None,Health,None,None
K50M,Firearm,PostWar,Real,DemocraticRepublicOfVietnam,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
KP31,Firearm,WW2,Real,RepublicOfFinland,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
M3Greasegun,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
M3GreasegunSuppressed,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
Mac10,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Compact,None,None,None,None,None
Mac11,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Compact,None,None,Health,None,None
Model38,Firearm,WW2,Real,KingdomOfItaly,None,Automatic,BoxMag,FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
MP18,Firearm,WW1,Real,GermanEmpire,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
MP34,Firearm,WW2,Real,RepublicOfAustria,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
MP40,Firearm,WW2,Real,GermanReich,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
MP510A4,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP510A5,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP540A4,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP540A5,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5A1,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5A2,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5A3,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5A4,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5A5,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5K,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Stock+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5KA2,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5KA3,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5KA4,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Stock+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5KN,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Stock+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5KPDW,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Bespoke,None,Pistol,Compact,None,None,Health,None,None
MP5SD1,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SD2,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SD3,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SD4,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SD5,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SD6,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Stock+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SFA2,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5SFA3,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
MP5WoodFurniture,Firearm,PostWar,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Pistol,Carbine,None,None,Health,None,None
SP5K,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle+Stock,None,Pistol,Compact,None,None,Health,None,None
SP5KA2,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle,None,Pistol,Compact,None,None,Health,None,None
SP5KA3,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle,None,Pistol,Compact,None,None,Health,None,None
SP5KFolding,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto,Muzzle,None,Pistol,Compact,None,None,Health,None,None
Mp9,Firearm,Modern,Real,SwissConfederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Pistol,Compact,None,None,Health,None,None
MPK,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Compact,None,None,None,None,None
PP19Vityaz,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Pistol,Compact,None,None,None,None,None
PPBizon,Firearm,PostWar,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Russian,None,Pistol,Carbine,None,None,Health,None,None
PPSh41,Firearm,WW2,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
PPSh41Modern,Firearm,Modern,GroundedFictional,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Pistol,Carbine,None,None,Health,None,None
SpectreM4,Firearm,PostWar,Real,ItalianRepublic,None,Automatic,BoxMag,FullAuto,Muzzle+Stock,None,Pistol,Compact,None,None,Health,None,None
StenMk2,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
StenMk5,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
StenMk6,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
StenMk9,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
Thompson30CarbinePrototype,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Intermediate,Carbine,None,None,Health,None,None
ThompsonM1928,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
ThompsonM1A1,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
ThompsonMk2,Firearm,Futuristic,SciFiFictional,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Exotic,Carbine,None,None,Health,None,None
Tomacuzi,Firearm,Modern,Meme,KingdomOfSweden,None,Automatic,BoxMag,Burst,,None,Pistol,Carbine,None,None,None,None,None
Type100,Firearm,WW2,Real,EmpireOfJapan,None,Automatic,BoxMag,FullAuto+FullAuto,,None,Pistol,Carbine,None,None,Health,None,None
UMP45,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Picatinny+Muzzle,None,Pistol,Carbine,None,None,Health,None,None
UMP9,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Picatinny+Muzzle,None,Pistol,Carbine,None,None,None,None,None
Uzi_Classic,Firearm,PostWar,Real,StateOfIsrael,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
Uzi_Compact,Firearm,PostWar,Real,StateOfIsrael,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
Uzi_Mini,Firearm,PostWar,Real,StateOfIsrael,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Pistol,Carbine,None,None,Health,None,None
Vector45,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Pistol,Carbine,None,None,Health,None,None
ViperMk1,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,FullAuto,,None,Pistol,Compact,None,None,None,None,None
BeltSegment_AR3,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_M249,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_M2Tombstone,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_M60,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_MG42,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_Mk19,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BeltSegment_RPD,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HCBBolt,Cartridge,Modern,Meme,None,None,None,,,,None,None,None,None,None,None,None,None
M1A1Rocket,Cartridge,WW2,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
M720A1_Prop0,Cartridge,Modern,Real,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
M720A1_Prop1,Cartridge,Modern,Real,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
M72Rocket,Cartridge,PostWar,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
RPzBGr4322Rocket,Cartridge,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RemoteMissile,Cartridge,Futuristic,GroundedFictional,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
RPG7Rocket,Cartridge,PostWar,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
SturmGrenade,Cartridge,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1918BAR,Magazine,WW1,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Magazine_AR3_30rnd,Magazine,Futuristic,SciFiFictional,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineBrenLMG,Magazine,WW1,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineDP28,Magazine,WW1,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineHandCrankFrank,Magazine,WildWest,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Magazine_HCB,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
JunkyardFlamethrowerTank,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineKolibri9001,Magazine,None,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
MagazineM134,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM240,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineM249Box,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM2Tombstone,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM60Box,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Magazine_Mg42,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineMG42Giant,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Magazine_Mk19,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Magazine_PotatoGunCap,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineRPD,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSTENOF,Magazine,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineSTENOFDrum,Magazine,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineStingerBCU,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStoner63LMG,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GrappleGun,Firearm,Futuristic,SciFiFictional,None,None,None,,,,None,None,FullSize,None,None,None,None,None
GravitonBeamer,Firearm,Futuristic,SciFiFictional,None,None,None,,,,None,None,Oversize,None,None,None,None,None
MagazineGrappleGun,SpeedLoader,Modern,Real,None,None,None,,,,None,Exotic,None,None,None,None,None,None
PlungerLauncher,Firearm,Futuristic,SciFiFictional,None,None,None,,,,None,None,FullSize,None,None,None,None,None
SustenanceCrossbow,Firearm,Futuristic,SciFiFictional,None,None,None,,,,None,None,FullSize,None,None,None,None,None
BananaGrenade,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Strange
C4,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Strange
C4Detonator,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Strange
CyberGrenade,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Pinned
Dynamite,Thrown,WildWest,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,ManualFuse
HairsprayCan,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Fire,Strange
HotDogGrenade,Thrown,None,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Strange
LaserActivatedClaymoreMine,Thrown,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,None,Explosive,Strange
M225JinglerGrenade,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Strange
Molotov,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,Fire,ManualFuse
No69Grenade,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Pinned
PinnedGrenadeF1M1916,Thrown,WW1,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeF1Russia,Thrown,WW1,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeFMK2,Thrown,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeHE36MillsBomb,Thrown,WW1,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeM18SmokeGrenadeFreedom,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
PinnedGrenadeM18SmokeGrenadeRed,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
PinnedGrenadeM18SmokeGrenadeWhite,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
PinnedGrenadeM219,Thrown,Futuristic,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeM26,Thrown,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeM340,Thrown,Futuristic,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeM67,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeMk2,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeMkVGasGrenade,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
PinnedGrenadeRG42,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeRG5,Thrown,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeRGN,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeRGO,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeT13Beano,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeURG86,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
PinnedGrenadeXM84,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
SPAAM,Thrown,Futuristic,SciFiFictional,None,None,None,,,,None,None,None,None,None,None,Explosive,Strange
SPAAMDetonator,Thrown,Futuristic,SciFiFictional,None,None,None,,,,None,None,None,None,None,None,Explosive,Strange
Stielhandgranate,Thrown,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,Explosive,Pinned
TurboBangSnap,Thrown,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,Utility,None
BSGrenadeF1M1916,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeF1Russia,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeFMK2,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeHE36MillsBomb,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeM219,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeM26,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeM340,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeM67,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeMk18White,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeMk2,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeMkVGasGrenade,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeRG42,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeRG5,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeRGN,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeRGO,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeT13Beano,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeURG86,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BSGrenadeXM84,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BrenLMG,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,FullPower,Bulky,None,None,Health,None,None
BrenShortyLMG,Firearm,WW2,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,FullPower,FullSize,None,None,Health,None,None
DP28LMG,Firearm,WW2,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,Health,None,None
DP28ShortyLMG,Firearm,WW2,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,FullAuto,,None,FullPower,FullSize,None,None,Health,None,None
HandCrankFrank,Firearm,WildWest,GroundedFictional,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Oversize,None,None,Health,None,None
M134Minigun,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Oversize,None,None,Health,None,None
M1918BAR,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,FullPower,Bulky,None,None,Health,None,None
M1918ShortyBAR,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,FullPower,FullSize,None,None,Health,None,None
M240B,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,None,None,None
M249,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Intermediate,Bulky,None,None,Health,None,None
M2Tombstone,Firearm,Modern,GroundedFictional,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,AntiMaterial,Oversize,None,None,Health,None,None
M60,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,Health,None,None
M60E3,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,None,None,None
M60E4,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,None,None,None
MG42,Firearm,WW2,Real,GermanReich,None,Automatic,BoxMag,FullAuto,,None,FullPower,Bulky,None,None,None,None,None
Mk19,Firearm,Modern,GroundedFictional,UnitedStatesOfAmerica,None,Automatic,BoxMag,FullAuto,,None,Ordnance,Oversize,None,None,None,None,None
RPD,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,FullAuto,Muzzle,None,Intermediate,Bulky,None,None,Health,None,None
STENOF,Firearm,Modern,GroundedFictional,KingdomOfNorway,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,FullPower,FullSize,None,None,None,None,None
